accession,goAnnotation.ontologyTerm.identifier,goAnnotation.ontologyTerm.namespace,goAnnotation.qualifier
CPX:CPX-1715,GO:0007584,biological_process,biolink:actively_involved_in
CPX:CPX-1715,GO:0031929,biological_process,biolink:actively_involved_in
CPX:CPX-1715,GO:0031931,cellular_component,biolink:located_in
CPX:CPX-1715,GO:0051726,biological_process,biolink:actively_involved_in
CPX:CPX-1716,GO:0001558,biological_process,biolink:actively_involved_in
CPX:CPX-1716,GO:0004674,molecular_function,biolink:enables
CPX:CPX-1716,GO:0005524,molecular_function,biolink:enables
CPX:CPX-1716,GO:0007584,biological_process,biolink:actively_involved_in
CPX:CPX-1716,GO:0031929,biological_process,biolink:actively_involved_in
CPX:CPX-1716,GO:0031931,cellular_component,biolink:located_in
CPX:CPX-1716,GO:0051726,biological_process,biolink:actively_involved_in
CPX:CPX-1717,GO:0001558,biological_process,biolink:actively_involved_in
CPX:CPX-1717,GO:0004674,molecular_function,biolink:enables
CPX:CPX-1717,GO:0005524,molecular_function,biolink:enables
CPX:CPX-1717,GO:0030950,biological_process,biolink:actively_involved_in
CPX:CPX-1717,GO:0031929,biological_process,biolink:actively_involved_in
CPX:CPX-1717,GO:0031932,cellular_component,biolink:located_in
CPX:CPX-1718,GO:0000149,molecular_function,biolink:enables
CPX:CPX-1718,GO:0000938,cellular_component,biolink:located_in
CPX:CPX-1718,GO:0006623,biological_process,biolink:actively_involved_in
CPX:CPX-1718,GO:0042147,biological_process,biolink:actively_involved_in
CPX:CPX-1718,GO:0090156,biological_process,biolink:actively_involved_in
CPX:CPX-1719,GO:0006893,biological_process,biolink:actively_involved_in
CPX:CPX-1719,GO:0015031,biological_process,biolink:actively_involved_in
CPX:CPX-1719,GO:0034044,cellular_component,biolink:located_in
CPX:CPX-1720,GO:0004523,molecular_function,biolink:enables
CPX:CPX-1720,GO:0006298,biological_process,biolink:actively_involved_in
CPX:CPX-1720,GO:0032299,cellular_component,biolink:located_in
CPX:CPX-1720,GO:0071667,molecular_function,biolink:enables
CPX:CPX-1721,GO:0004129,molecular_function,biolink:enables
CPX:CPX-1721,GO:0005751,cellular_component,biolink:located_in
CPX:CPX-1721,GO:0006123,biological_process,biolink:actively_involved_in
CPX:CPX-1721,GO:0032592,cellular_component,biolink:located_in
CPX:CPX-1721,GO:0045333,biological_process,biolink:actively_involved_in
CPX:CPX-1722,GO:0004129,molecular_function,biolink:enables
CPX:CPX-1722,GO:0005751,cellular_component,biolink:located_in
CPX:CPX-1722,GO:0006123,biological_process,biolink:actively_involved_in
CPX:CPX-1722,GO:0032592,cellular_component,biolink:located_in
CPX:CPX-1722,GO:0045333,biological_process,biolink:actively_involved_in
CPX:CPX-1726,GO:0006368,biological_process,biolink:actively_involved_in
CPX:CPX-1726,GO:0016571,biological_process,biolink:actively_involved_in
CPX:CPX-1726,GO:0016593,cellular_component,biolink:located_in
CPX:CPX-1730,GO:0005324,molecular_function,biolink:enables
CPX:CPX-1730,GO:0005524,molecular_function,biolink:enables
CPX:CPX-1730,GO:0005779,cellular_component,biolink:located_in
CPX:CPX-1730,GO:0015910,biological_process,biolink:actively_involved_in
CPX:CPX-1730,GO:0042626,molecular_function,biolink:enables
CPX:CPX-1730,GO:0043190,cellular_component,biolink:located_in
CPX:CPX-1731,GO:0003677,molecular_function,biolink:enables
CPX:CPX-1731,GO:0007064,biological_process,biolink:actively_involved_in
CPX:CPX-1731,GO:0031390,cellular_component,biolink:located_in
CPX:CPX-1732,GO:0000723,biological_process,biolink:actively_involved_in
CPX:CPX-1732,GO:0000725,biological_process,biolink:actively_involved_in
CPX:CPX-1732,GO:0003678,molecular_function,biolink:enables
CPX:CPX-1732,GO:0003684,molecular_function,biolink:enables
CPX:CPX-1732,GO:0005524,molecular_function,biolink:enables
CPX:CPX-1732,GO:0006303,biological_process,biolink:actively_involved_in
CPX:CPX-1732,GO:0042162,molecular_function,biolink:enables
CPX:CPX-1732,GO:0043564,cellular_component,biolink:located_in
CPX:CPX-1732,GO:0070034,molecular_function,biolink:enables
CPX:CPX-1733,GO:0000027,biological_process,biolink:actively_involved_in
CPX:CPX-1733,GO:0005730,cellular_component,biolink:located_in
CPX:CPX-1733,GO:0030690,cellular_component,biolink:located_in
CPX:CPX-1734,GO:0000027,biological_process,biolink:actively_involved_in
CPX:CPX-1734,GO:0005654,cellular_component,biolink:located_in
CPX:CPX-1734,GO:0030691,cellular_component,biolink:located_in
CPX:CPX-1735,GO:0000028,biological_process,biolink:actively_involved_in
CPX:CPX-1735,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1735,GO:0030692,cellular_component,biolink:located_in
CPX:CPX-1738,GO:0000049,molecular_function,biolink:enables
CPX:CPX-1738,GO:0004826,molecular_function,biolink:enables
CPX:CPX-1738,GO:0005524,molecular_function,biolink:enables
CPX:CPX-1738,GO:0006432,biological_process,biolink:actively_involved_in
CPX:CPX-1738,GO:0009328,cellular_component,biolink:located_in
CPX:CPX-1739,GO:0000030,molecular_function,biolink:enables
CPX:CPX-1739,GO:0005794,cellular_component,biolink:located_in
CPX:CPX-1739,GO:0006676,biological_process,biolink:actively_involved_in
CPX:CPX-1739,GO:0031501,cellular_component,biolink:located_in
CPX:CPX-1740,GO:0000030,molecular_function,biolink:enables
CPX:CPX-1740,GO:0005794,cellular_component,biolink:located_in
CPX:CPX-1740,GO:0006676,biological_process,biolink:actively_involved_in
CPX:CPX-1740,GO:0031501,cellular_component,biolink:located_in
CPX:CPX-1741,GO:0000018,biological_process,biolink:actively_involved_in
CPX:CPX-1741,GO:0004520,molecular_function,biolink:enables
CPX:CPX-1741,GO:0005739,cellular_component,biolink:located_in
CPX:CPX-1741,GO:0032042,biological_process,biolink:actively_involved_in
CPX:CPX-1741,GO:1905347,cellular_component,biolink:located_in
CPX:CPX-1742,GO:0002100,biological_process,biolink:actively_involved_in
CPX:CPX-1742,GO:0052717,molecular_function,biolink:enables
CPX:CPX-1742,GO:0052718,cellular_component,biolink:located_in
CPX:CPX-1743,GO:0006450,biological_process,biolink:actively_involved_in
CPX:CPX-1743,GO:0006457,biological_process,biolink:actively_involved_in
CPX:CPX-1743,GO:0043022,molecular_function,biolink:enables
CPX:CPX-1743,GO:0051082,molecular_function,biolink:enables
CPX:CPX-1743,GO:0051083,biological_process,biolink:actively_involved_in
CPX:CPX-1744,GO:0001401,cellular_component,biolink:located_in
CPX:CPX-1744,GO:0005739,cellular_component,biolink:located_in
CPX:CPX-1744,GO:0030150,biological_process,biolink:actively_involved_in
CPX:CPX-1786,GO:0000149,molecular_function,biolink:enables
CPX:CPX-1786,GO:0006890,biological_process,biolink:actively_involved_in
CPX:CPX-1786,GO:0070939,cellular_component,biolink:located_in
CPX:CPX-1787,GO:0004721,molecular_function,biolink:enables
CPX:CPX-1787,GO:0006998,biological_process,biolink:actively_involved_in
CPX:CPX-1787,GO:0071595,cellular_component,biolink:located_in
CPX:CPX-1792,GO:0000347,cellular_component,biolink:located_in
CPX:CPX-1792,GO:0003677,molecular_function,biolink:enables
CPX:CPX-1792,GO:0006368,biological_process,biolink:actively_involved_in
CPX:CPX-1793,GO:0000346,cellular_component,biolink:located_in
CPX:CPX-1793,GO:0003677,molecular_function,biolink:enables
CPX:CPX-1793,GO:0003729,molecular_function,biolink:enables
CPX:CPX-1793,GO:0006368,biological_process,biolink:actively_involved_in
CPX:CPX-1793,GO:0006406,biological_process,biolink:actively_involved_in
CPX:CPX-1800,GO:0000175,molecular_function,biolink:enables
CPX:CPX-1800,GO:0000289,biological_process,biolink:actively_involved_in
CPX:CPX-1800,GO:0030015,cellular_component,biolink:located_in
CPX:CPX-1800,GO:0032968,biological_process,biolink:actively_involved_in
CPX:CPX-1805,GO:0000132,biological_process,biolink:actively_involved_in
CPX:CPX-1805,GO:0005869,cellular_component,biolink:located_in
CPX:CPX-1805,GO:0015629,cellular_component,biolink:located_in
CPX:CPX-1805,GO:0030048,biological_process,biolink:actively_involved_in
CPX:CPX-1806,GO:0000077,biological_process,biolink:actively_involved_in
CPX:CPX-1806,GO:0003684,molecular_function,biolink:enables
CPX:CPX-1806,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1806,GO:0030896,cellular_component,biolink:located_in
CPX:CPX-1807,GO:0000077,biological_process,biolink:actively_involved_in
CPX:CPX-1807,GO:0003689,molecular_function,biolink:enables
CPX:CPX-1807,GO:0003690,molecular_function,biolink:enables
CPX:CPX-1807,GO:0005524,molecular_function,biolink:enables
CPX:CPX-1807,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1807,GO:0016887,molecular_function,biolink:enables
CPX:CPX-1807,GO:0031389,cellular_component,biolink:located_in
CPX:CPX-1808,GO:0006448,biological_process,biolink:actively_involved_in
CPX:CPX-1808,GO:0034198,biological_process,biolink:actively_involved_in
CPX:CPX-1808,GO:0043022,molecular_function,biolink:enables
CPX:CPX-1809,GO:0000794,cellular_component,biolink:located_in
CPX:CPX-1809,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1809,GO:0042138,biological_process,biolink:actively_involved_in
CPX:CPX-1810,GO:0004402,molecular_function,biolink:enables
CPX:CPX-1810,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1810,GO:0006351,biological_process,biolink:actively_involved_in
CPX:CPX-1810,GO:0016573,biological_process,biolink:actively_involved_in
CPX:CPX-1810,GO:1990467,cellular_component,biolink:located_in
CPX:CPX-1811,GO:0004407,molecular_function,biolink:enables
CPX:CPX-1811,GO:0005677,cellular_component,biolink:located_in
CPX:CPX-1811,GO:0006342,None,None
CPX:CPX-1811,GO:0031491,molecular_function,biolink:enables
CPX:CPX-1812,GO:0000148,cellular_component,biolink:located_in
CPX:CPX-1812,GO:0003843,molecular_function,biolink:enables
CPX:CPX-1812,GO:0006075,biological_process,biolink:actively_involved_in
CPX:CPX-1812,GO:0009272,biological_process,biolink:actively_involved_in
CPX:CPX-1812,GO:0016021,cellular_component,biolink:located_in
CPX:CPX-1812,GO:0030476,biological_process,biolink:actively_involved_in
CPX:CPX-1813,GO:0000148,cellular_component,biolink:located_in
CPX:CPX-1813,GO:0003843,molecular_function,biolink:enables
CPX:CPX-1813,GO:0006075,biological_process,biolink:actively_involved_in
CPX:CPX-1813,GO:0016021,cellular_component,biolink:located_in
CPX:CPX-1813,GO:0030476,biological_process,biolink:actively_involved_in
CPX:CPX-1814,GO:0000492,biological_process,biolink:actively_involved_in
CPX:CPX-1814,GO:0050821,biological_process,biolink:actively_involved_in
CPX:CPX-1814,GO:0097255,cellular_component,biolink:located_in
CPX:CPX-1830,GO:0003700,molecular_function,biolink:enables
CPX:CPX-1830,GO:0006109,biological_process,biolink:actively_involved_in
CPX:CPX-1830,GO:0006355,biological_process,biolink:actively_involved_in
CPX:CPX-1830,GO:0016602,cellular_component,biolink:located_in
CPX:CPX-1830,GO:1990837,molecular_function,biolink:enables
CPX:CPX-1831,GO:0003743,molecular_function,biolink:enables
CPX:CPX-1831,GO:0005852,cellular_component,biolink:located_in
CPX:CPX-1831,GO:0006413,biological_process,biolink:actively_involved_in
CPX:CPX-1832,GO:0000049,molecular_function,biolink:enables
CPX:CPX-1832,GO:0000213,molecular_function,biolink:enables
CPX:CPX-1832,GO:0000214,cellular_component,biolink:located_in
CPX:CPX-1832,GO:0000379,biological_process,biolink:actively_involved_in
CPX:CPX-1832,GO:0005741,cellular_component,biolink:located_in
CPX:CPX-1833,GO:0005048,molecular_function,biolink:enables
CPX:CPX-1833,GO:0005784,cellular_component,biolink:located_in
CPX:CPX-1833,GO:0006616,biological_process,biolink:actively_involved_in
CPX:CPX-1834,GO:0005048,molecular_function,biolink:enables
CPX:CPX-1834,GO:0006614,biological_process,biolink:actively_involved_in
CPX:CPX-1834,GO:0030176,cellular_component,biolink:located_in
CPX:CPX-1834,GO:0071261,cellular_component,biolink:located_in
CPX:CPX-1835,GO:0005787,cellular_component,biolink:located_in
CPX:CPX-1835,GO:0006465,biological_process,biolink:actively_involved_in
CPX:CPX-1835,GO:0008233,molecular_function,biolink:enables
CPX:CPX-1836,GO:0001164,molecular_function,biolink:enables
CPX:CPX-1836,GO:0001181,molecular_function,biolink:enables
CPX:CPX-1836,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1836,GO:0042790,biological_process,biolink:actively_involved_in
CPX:CPX-1836,GO:0070860,cellular_component,biolink:located_in
CPX:CPX-1837,GO:0004842,molecular_function,biolink:enables
CPX:CPX-1837,GO:0006289,biological_process,biolink:actively_involved_in
CPX:CPX-1837,GO:0006511,biological_process,biolink:actively_involved_in
CPX:CPX-1837,GO:0031463,cellular_component,biolink:located_in
CPX:CPX-1838,GO:0000752,biological_process,biolink:actively_involved_in
CPX:CPX-1838,GO:0050839,molecular_function,biolink:enables
CPX:CPX-1839,GO:0000009,molecular_function,biolink:enables
CPX:CPX-1839,GO:0000032,biological_process,biolink:actively_involved_in
CPX:CPX-1839,GO:0000136,cellular_component,biolink:located_in
CPX:CPX-1840,GO:0000301,biological_process,biolink:actively_involved_in
CPX:CPX-1840,GO:0017119,cellular_component,biolink:located_in
CPX:CPX-1840,GO:0090498,cellular_component,biolink:located_in
CPX:CPX-1846,GO:0004721,molecular_function,biolink:enables
CPX:CPX-1846,GO:0004722,molecular_function,biolink:enables
CPX:CPX-1846,GO:0030289,cellular_component,biolink:located_in
CPX:CPX-1846,GO:0051598,biological_process,biolink:actively_involved_in
CPX:CPX-1848,GO:0000045,biological_process,biolink:actively_involved_in
CPX:CPX-1848,GO:0005829,cellular_component,biolink:located_in
CPX:CPX-1848,GO:0006497,biological_process,biolink:actively_involved_in
CPX:CPX-1848,GO:0016236,biological_process,biolink:actively_involved_in
CPX:CPX-1848,GO:0019776,molecular_function,biolink:enables
CPX:CPX-1848,GO:1990234,cellular_component,biolink:located_in
CPX:CPX-1849,GO:0000045,biological_process,biolink:actively_involved_in
CPX:CPX-1849,GO:0006497,biological_process,biolink:actively_involved_in
CPX:CPX-1849,GO:0016236,biological_process,biolink:actively_involved_in
CPX:CPX-1849,GO:0034045,cellular_component,biolink:located_in
CPX:CPX-1849,GO:0034274,cellular_component,biolink:located_in
CPX:CPX-1850,GO:0000162,biological_process,biolink:actively_involved_in
CPX:CPX-1850,GO:0004049,molecular_function,biolink:enables
CPX:CPX-1850,GO:0005950,cellular_component,biolink:located_in
CPX:CPX-1850,GO:0006541,biological_process,biolink:actively_involved_in
CPX:CPX-1851,GO:0000122,biological_process,biolink:actively_involved_in
CPX:CPX-1851,GO:0003712,molecular_function,biolink:enables
CPX:CPX-1851,GO:0004407,molecular_function,biolink:enables
CPX:CPX-1851,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1851,GO:0006334,biological_process,biolink:actively_involved_in
CPX:CPX-1851,GO:0032221,cellular_component,biolink:located_in
CPX:CPX-1852,GO:0003712,molecular_function,biolink:enables
CPX:CPX-1852,GO:0004407,molecular_function,biolink:enables
CPX:CPX-1852,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1852,GO:0006334,biological_process,biolink:actively_involved_in
CPX:CPX-1852,GO:0006357,biological_process,biolink:actively_involved_in
CPX:CPX-1852,GO:0033698,cellular_component,biolink:located_in
CPX:CPX-1853,GO:0004693,molecular_function,biolink:enables
CPX:CPX-1853,GO:0006468,biological_process,biolink:actively_involved_in
CPX:CPX-1853,GO:0036033,molecular_function,biolink:enables
CPX:CPX-1853,GO:1990508,cellular_component,biolink:located_in
CPX:CPX-1854,GO:0006886,biological_process,biolink:actively_involved_in
CPX:CPX-1854,GO:0006888,biological_process,biolink:actively_involved_in
CPX:CPX-1854,GO:0006906,biological_process,biolink:actively_involved_in
CPX:CPX-1854,GO:0016021,cellular_component,biolink:located_in
CPX:CPX-1854,GO:0030176,cellular_component,biolink:located_in
CPX:CPX-1854,GO:0031201,cellular_component,biolink:located_in
CPX:CPX-1854,GO:0048280,biological_process,biolink:actively_involved_in
CPX:CPX-1854,GO:1990702,cellular_component,biolink:located_in
CPX:CPX-1855,GO:0006886,biological_process,biolink:actively_involved_in
CPX:CPX-1855,GO:0006888,biological_process,biolink:actively_involved_in
CPX:CPX-1855,GO:0006906,biological_process,biolink:actively_involved_in
CPX:CPX-1855,GO:0016021,cellular_component,biolink:located_in
CPX:CPX-1855,GO:0030176,cellular_component,biolink:located_in
CPX:CPX-1855,GO:0031201,cellular_component,biolink:located_in
CPX:CPX-1855,GO:0048280,biological_process,biolink:actively_involved_in
CPX:CPX-1855,GO:1990702,cellular_component,biolink:located_in
CPX:CPX-1856,GO:0000159,cellular_component,biolink:located_in
CPX:CPX-1856,GO:0004722,molecular_function,biolink:enables
CPX:CPX-1856,GO:0006470,biological_process,biolink:actively_involved_in
CPX:CPX-1857,GO:0000159,cellular_component,biolink:located_in
CPX:CPX-1857,GO:0004722,molecular_function,biolink:enables
CPX:CPX-1857,GO:0006470,biological_process,biolink:actively_involved_in
CPX:CPX-1858,GO:0000159,cellular_component,biolink:located_in
CPX:CPX-1858,GO:0004722,molecular_function,biolink:enables
CPX:CPX-1858,GO:0006470,biological_process,biolink:actively_involved_in
CPX:CPX-1859,GO:0000159,cellular_component,biolink:located_in
CPX:CPX-1859,GO:0004722,molecular_function,biolink:enables
CPX:CPX-1859,GO:0006470,biological_process,biolink:actively_involved_in
CPX:CPX-1861,GO:0005829,cellular_component,biolink:located_in
CPX:CPX-1861,GO:0006620,biological_process,biolink:actively_involved_in
CPX:CPX-1861,GO:0072380,cellular_component,biolink:located_in
CPX:CPX-1861,GO:0140597,molecular_function,biolink:enables
CPX:CPX-1862,GO:0006364,biological_process,biolink:actively_involved_in
CPX:CPX-1862,GO:0019843,molecular_function,biolink:enables
CPX:CPX-1862,GO:0042273,biological_process,biolink:actively_involved_in
